id,time,country,studies,socpro,age,gender,official_vote,opinion_on_system,rule_1,rule_2,rule_3,rule_4
513,2022-04-10,FR,superieur,retraite,60-69,f,Yannick Jadot,0.0,approval,irv_2,scores_3_neg,majority_judgement_7
514,2022-04-10,FR,superieur,chomage,30-39,nspp,ni,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
515,2022-04-10,FR,primaire,prive,50-59,h,abstention,-2.0,approval,irv_2,scores_4_pos,majority_judgement_5
516,2022-04-10,FR,superieur,prive,18-29,f,Eric Zemmour,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
517,2022-04-10,FR,superieur,etudiant,18-29,h,ni,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
518,2022-04-10,CH,superieur,,30-39,f,Philippe Poutou,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
519,2022-04-10,FR,,,,,,,approval,borda,scores_4_pos,majority_judgement_7
520,2022-04-10,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_7
521,2022-04-10,FR,superieur,prive,30-39,h,Yannick Jadot,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
522,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_5
523,2022-04-10,FR,primaire,nspp,50-59,h,Eric Zemmour,0.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
524,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_7
525,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
526,2022-04-10,FR,superieur,public,60-69,f,Yannick Jadot,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
527,2022-04-10,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
528,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_3_neg,majority_judgement_5
529,2022-04-10,FR,superieur,etudiant,18-29,f,blanc,-2.0,approval,borda,scores_3_neg,majority_judgement_5
530,2022-04-10,JP,superieur,prive,30-39,h,incertitude,-1.0,approval,borda,scores_4_neg,majority_judgement_5
531,2022-04-10,FR,superieur,prive,30-39,h,nspp,1.0,approval,borda,scores_4_neg,majority_judgement_7
532,2022-04-10,FR,superieur,prive,30-39,f,Jean-Luc Mélenchon,,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
533,2022-04-10,FR,superieur,chomage,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_5
534,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
535,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
536,2022-04-10,FR,superieur,liberal,60-69,f,Eric Zemmour,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
537,2022-04-10,FR,superieur,prive,40-49,h,Yannick Jadot,-1.0,approval,irv_2,scores_3_neg,majority_judgement_7
538,2022-04-10,FR,superieur,prive,50-59,f,Jean-Luc Mélenchon,,approval,irv_2,scores_3_neg,majority_judgement_5
539,2022-04-10,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_7
540,2022-04-10,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_7
541,2022-04-10,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
542,2022-04-10,FR,superieur,prive,40-49,h,Yannick Jadot,0.0,approval,borda,scores_4_pos,majority_judgement_7
543,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_5
544,2022-04-10,FR,superieur,prive,30-39,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
545,2022-04-10,FR,superieur,prive,30-39,h,Emmanuel Macron,1.0,approval,irv_1,scores_4_neg,majority_judgement_7
546,2022-04-10,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
547,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
548,2022-04-10,FR,superieur,prive,30-39,h,Emmanuel Macron,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
549,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,approval,irv_1,scores_3_neg,majority_judgement_5
550,2022-04-10,FR,superieur,etudiant,18-29,f,Anne Hidalgo,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
551,2022-04-10,FR,superieur,prive,30-39,h,Emmanuel Macron,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
552,2022-04-10,FR,superieur,etudiant,18-29,f,Emmanuel Macron,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
553,2022-04-10,FR,superieur,prive,30-39,h,abstention,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
554,2022-04-10,FR,superieur,public,40-49,h,Yannick Jadot,-1.0,approval,borda,scores_4_pos,majority_judgement_5
555,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_3_neg,majority_judgement_7
556,2022-04-10,FR,,,,,,,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
557,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
558,2022-04-10,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
559,2022-04-10,FR,superieur,etudiant,18-29,f,Yannick Jadot,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
560,2022-04-10,FR,superieur,etudiant,18-29,f,ni,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
561,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_7
562,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,approval,irv_2,scores_4_neg,majority_judgement_7
563,2022-04-10,FR,superieur,public,40-49,f,Yannick Jadot,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
564,2022-04-10,FR,superieur,prive,18-29,h,Emmanuel Macron,-1.0,approval,borda,scores_4_neg,majority_judgement_7
565,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
566,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,0.0,approval,irv_2,scores_4_neg,majority_judgement_7
567,2022-04-10,FR,superieur,public,40-49,h,abstention,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
568,2022-04-10,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
569,2022-04-10,FR,superieur,liberal,50-59,h,incertitude,0.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
570,2022-04-10,FR,superieur,etudiant,nspp,h,Emmanuel Macron,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
571,2022-04-10,FR,superieur,public,50-59,h,Emmanuel Macron,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
572,2022-04-10,FR,superieur,etudiant,18-29,h,Emmanuel Macron,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
573,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_neg,majority_judgement_7
574,2022-04-10,FR,secondaire,etudiant,18-29,h,Yannick Jadot,0.0,approval,borda,scores_4_pos,majority_judgement_7
575,2022-04-10,FR,superieur,etudiant,18-29,f,nspp,-1.0,approval,irv_2,scores_4_pos,majority_judgement_7
576,2022-04-10,FR,superieur,chomage,30-39,h,Emmanuel Macron,1.0,approval,borda,scores_3_neg,majority_judgement_7
577,2022-04-10,FR,superieur,etudiant,18-29,h,Yannick Jadot,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
578,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_pos,majority_judgement_7
579,2022-04-10,FR,superieur,nspp,18-29,h,nspp,-2.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_7
580,2022-04-10,FR,superieur,liberal,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_pos,majority_judgement_5
581,2022-04-10,FR,superieur,etudiant,18-29,f,Yannick Jadot,1.0,approval,borda,scores_4_neg,majority_judgement_5
582,2022-04-10,FR,superieur,etudiant,18-29,f,Fabien Roussel,,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
583,2022-04-10,FR,superieur,liberal,50-59,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_3_neg,majority_judgement_7
584,2022-04-10,FR,superieur,etudiant,18-29,f,Yannick Jadot,0.0,approval,borda,scores_4_neg,majority_judgement_5
585,2022-04-10,FR,superieur,public,50-59,f,Anne Hidalgo,1.0,approval,irv_1,scores_3_neg,majority_judgement_5
586,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,0.0,approval,irv_1,scores_4_neg,majority_judgement_7
587,2022-04-10,FR,superieur,etudiant,30-39,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_neg,majority_judgement_7
588,2022-04-10,FR,superieur,public,50-59,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_3_neg,majority_judgement_5
589,2022-04-10,FR,superieur,public,50-59,f,Emmanuel Macron,1.0,approval,borda,scores_4_neg,majority_judgement_5
590,2022-04-10,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,1.0,approval,borda,scores_4_neg,majority_judgement_5
591,2022-04-10,FR,superieur,public,50-59,h,Emmanuel Macron,0.0,approval,irv_1,scores_4_pos,majority_judgement_5
592,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
593,2022-04-10,FR,superieur,prive,18-29,h,Yannick Jadot,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
594,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
595,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_7
596,2022-04-10,DE,superieur,prive,30-39,h,Yannick Jadot,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
597,2022-04-10,FR,superieur,prive,30-39,f,Anne Hidalgo,-1.0,approval,irv_1,scores_4_neg,majority_judgement_5
598,2022-04-10,FR,superieur,public,50-59,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
599,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_7
600,2022-04-10,FR,superieur,liberal,40-49,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
601,2022-04-10,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,1.0,approval,irv_2,scores_4_pos,majority_judgement_7
602,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_3_neg,majority_judgement_7
603,2022-04-10,FR,superieur,public,30-39,nspp,ni,-2.0,approval,borda,scores_4_pos,majority_judgement_5
604,2022-04-10,FR,superieur,prive,30-39,h,Yannick Jadot,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
605,2022-04-10,BE,superieur,retraite,+70,h,Emmanuel Macron,2.0,approval,irv_2,scores_4_neg,majority_judgement_5
606,2022-04-10,FR,superieur,public,40-49,h,nspp,0.0,approval,irv_2,scores_4_neg,majority_judgement_5
607,2022-04-10,FR,superieur,chomage,30-39,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
608,2022-04-10,FR,superieur,etudiant,18-29,f,Eric Zemmour,1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
609,2022-04-10,FR,superieur,public,40-49,h,Valérie Pecresse,1.0,approval,irv_2,scores_4_pos,majority_judgement_5
610,2022-04-10,FR,superieur,public,50-59,f,Jean-Luc Mélenchon,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
611,2022-04-10,FR,secondaire,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_7
612,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,0.0,approval,borda,scores_4_neg,majority_judgement_5
613,2022-04-10,FR,superieur,prive,40-49,h,Emmanuel Macron,-1.0,approval,borda,scores_4_pos,majority_judgement_7
614,2022-04-10,FR,secondaire,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
615,2022-04-10,FR,superieur,prive,18-29,f,Emmanuel Macron,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
616,2022-04-10,FR,superieur,retraite,+70,f,Jean-Luc Mélenchon,0.0,approval,irv_2,scores_3_neg,majority_judgement_7
617,2022-04-10,FR,superieur,etudiant,18-29,h,Eric Zemmour,0.0,approval,irv_1,scores_3_neg,majority_judgement_5
618,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
619,2022-04-10,FR,superieur,etudiant,18-29,nspp,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_neg,majority_judgement_5
620,2022-04-10,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
621,2022-04-10,FR,superieur,public,30-39,f,Yannick Jadot,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
622,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
623,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
624,2022-04-10,FR,superieur,retraite,60-69,f,Anne Hidalgo,1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
625,2022-04-10,DE,superieur,public,18-29,f,Emmanuel Macron,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
626,2022-04-10,FR,superieur,prive,40-49,f,Anne Hidalgo,0.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
627,2022-04-10,FR,superieur,public,40-49,h,incertitude,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
628,2022-04-10,CA,superieur,public,30-39,f,Jean-Luc Mélenchon,1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
629,2022-04-10,FR,superieur,etudiant,18-29,h,Emmanuel Macron,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
630,2022-04-10,FR,superieur,retraite,60-69,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_5
631,2022-04-10,FR,superieur,public,18-29,h,Emmanuel Macron,1.0,approval,irv_1,scores_4_pos,majority_judgement_5
632,2022-04-10,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
633,2022-04-10,FR,superieur,public,50-59,f,Emmanuel Macron,1.0,approval,irv_2,scores_3_neg,majority_judgement_5
634,2022-04-10,FR,superieur,public,30-39,h,Yannick Jadot,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
635,2022-04-10,FR,superieur,public,30-39,h,Anne Hidalgo,-2.0,approval,irv_1,scores_4_pos,majority_judgement_5
636,2022-04-10,BE,superieur,liberal,60-69,h,Emmanuel Macron,,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
637,2022-04-10,FR,superieur,chomage,40-49,h,ni,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
638,2022-04-10,FR,superieur,autre,60-69,f,Jean-Luc Mélenchon,-1.0,approval,irv_1,scores_4_neg,majority_judgement_7
639,2022-04-10,FR,superieur,etudiant,18-29,f,Yannick Jadot,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
640,2022-04-10,FR,superieur,retraite,+70,f,Yannick Jadot,-1.0,approval,irv_1,scores_3_neg,majority_judgement_5
641,2022-04-10,FR,superieur,etudiant,18-29,f,Emmanuel Macron,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
642,2022-04-10,FR,superieur,public,40-49,f,Yannick Jadot,-1.0,approval,borda,scores_4_pos,majority_judgement_7
643,2022-04-10,FR,,prive,40-49,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
644,2022-04-10,FR,superieur,public,60-69,f,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_5
645,2022-04-10,FR,superieur,retraite,+70,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_5
646,2022-04-10,FR,superieur,prive,30-39,h,Emmanuel Macron,2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
647,2022-04-10,FR,superieur,prive,40-49,h,Yannick Jadot,0.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
648,2022-04-10,FR,secondaire,prive,30-39,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
649,2022-04-10,FR,secondaire,etudiant,18-29,h,Eric Zemmour,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
650,2022-04-10,FR,superieur,prive,40-49,f,Jean-Luc Mélenchon,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
651,2022-04-10,FR,superieur,public,30-39,h,blanc,-1.0,approval,irv_1,scores_4_neg,majority_judgement_7
652,2022-04-10,FR,secondaire,liberal,50-59,h,Nicolas Dupont-Aignan,,approval,irv_2,scores_4_neg,majority_judgement_5
653,2022-04-10,FR,superieur,etudiant,18-29,h,nspp,-1.0,approval,irv_2,scores_3_neg,majority_judgement_7
654,2022-04-10,FR,,,,,Emmanuel Macron,,approval,irv_1,scores_4_neg,majority_judgement_7
655,2022-04-10,FR,superieur,autre,50-59,h,Jean-Luc Mélenchon,,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
656,2022-04-10,FR,superieur,retraite,60-69,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
657,2022-04-10,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,1.0,approval,borda,scores_4_neg,majority_judgement_7
658,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_7
659,2022-04-10,FR,superieur,prive,30-39,h,abstention,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
660,2022-04-10,FR,superieur,public,40-49,f,Yannick Jadot,-2.0,approval,irv_1,scores_3_neg,majority_judgement_7
661,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
662,2022-04-10,FR,superieur,prive,40-49,h,Emmanuel Macron,-1.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
663,2022-04-10,FR,superieur,prive,18-29,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_7
664,2022-04-10,FR,superieur,prive,18-29,h,Eric Zemmour,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
665,2022-04-10,FR,superieur,public,18-29,nspp,Philippe Poutou,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
666,2022-04-10,FR,superieur,etudiant,18-29,f,Anne Hidalgo,0.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
667,2022-04-10,FR,superieur,retraite,+70,f,Emmanuel Macron,1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
668,2022-04-10,FR,secondaire,etudiant,0-18,h,m18,-1.0,approval,irv_1,scores_4_pos,majority_judgement_5
669,2022-04-10,FR,superieur,prive,18-29,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
670,2022-04-10,FR,superieur,public,30-39,f,Jean-Luc Mélenchon,-1.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
671,2022-04-10,FR,superieur,public,40-49,f,Yannick Jadot,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
672,2022-04-10,FR,superieur,public,30-39,f,nspp,-1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
673,2022-04-10,FR,superieur,etudiant,18-29,h,Yannick Jadot,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
674,2022-04-10,FR,superieur,liberal,40-49,h,Jean-Luc Mélenchon,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_7
675,2022-04-10,FR,superieur,autre,30-39,f,Jean-Luc Mélenchon,-2.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
676,2022-04-10,FR,superieur,liberal,30-39,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_4_neg,majority_judgement_5
677,2022-04-10,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_5
678,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_pos,majority_judgement_7
679,2022-04-10,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_3_neg,majority_judgement_5
680,2022-04-10,FR,superieur,etudiant,18-29,h,Jean Lassalle,-1.0,approval,irv_1,scores_3_neg,majority_judgement_5
681,2022-04-10,FR,superieur,public,18-29,f,Yannick Jadot,-2.0,scores_4_neg,borda,scores_4_pos,majority_judgement_7
682,2022-04-10,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_5
683,2022-04-10,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_pos,majority_judgement_7
684,2022-04-10,FR,superieur,autre,40-49,h,nspp,-2.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
685,2022-04-10,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,0.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_5
686,2022-04-10,FR,superieur,prive,30-39,f,Yannick Jadot,-1.0,approval,borda,scores_3_neg,majority_judgement_7
687,2022-04-11,FR,superieur,public,18-29,h,Jean-Luc Mélenchon,0.0,scores_3_neg,borda,scores_3_pos,majority_judgement_5
688,2022-04-11,FR,superieur,liberal,30-39,h,nspp,-2.0,approval,borda,scores_4_pos,majority_judgement_7
689,2022-04-11,FR,superieur,prive,30-39,h,abstention,-2.0,scores_3_neg,irv_1,scores_3_pos,majority_judgement_5
690,2022-04-11,FR,superieur,prive,40-49,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_5
691,2022-04-11,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
692,2022-04-11,CA,superieur,prive,30-39,f,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_4_neg,majority_judgement_7
693,2022-04-11,FR,superieur,public,18-29,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
694,2022-04-11,DE,superieur,public,40-49,h,Jean-Luc Mélenchon,0.0,approval,irv_2,scores_4_pos,majority_judgement_7
695,2022-04-11,FR,superieur,public,40-49,f,Emmanuel Macron,1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
696,2022-04-11,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_7
697,2022-04-11,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_pos,majority_judgement_7
698,2022-04-11,FR,superieur,public,50-59,f,Jean-Luc Mélenchon,0.0,approval,irv_2,scores_4_neg,majority_judgement_5
699,2022-04-11,FR,superieur,etudiant,18-29,f,Jean-Luc Mélenchon,,scores_4_neg,irv_1,scores_4_pos,majority_judgement_7
700,2022-04-11,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_7
701,2022-04-11,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,1.0,approval,irv_2,scores_3_neg,majority_judgement_7
702,2022-04-11,FR,superieur,prive,30-39,h,Jean Lassalle,-1.0,approval,irv_2,scores_4_pos,majority_judgement_7
703,2022-04-11,FR,superieur,prive,30-39,h,Jean-Luc Mélenchon,-2.0,approval,irv_2,scores_3_neg,majority_judgement_7
704,2022-04-11,FR,superieur,public,40-49,h,Emmanuel Macron,-2.0,scores_4_neg,irv_1,scores_4_pos,majority_judgement_5
705,2022-04-11,IT,superieur,public,50-59,f,Jean-Luc Mélenchon,-1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
706,2022-04-11,FR,superieur,etudiant,18-29,h,Jean-Luc Mélenchon,-2.0,approval,irv_1,scores_4_neg,majority_judgement_7
707,2022-04-11,FR,,public,50-59,h,Jean-Luc Mélenchon,1.0,approval,irv_2,scores_3_neg,majority_judgement_5
708,2022-04-11,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
709,2022-04-11,FR,superieur,prive,30-39,f,Jean-Luc Mélenchon,0.0,approval,borda,scores_3_neg,majority_judgement_5
710,2022-04-11,FR,superieur,public,40-49,f,Jean-Luc Mélenchon,-1.0,scores_4_neg,irv_2,scores_4_pos,majority_judgement_7
711,2022-04-11,FR,superieur,etudiant,18-29,f,Fabien Roussel,1.0,scores_3_neg,irv_2,scores_3_pos,majority_judgement_5
712,2022-04-11,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-2.0,approval,borda,scores_3_neg,majority_judgement_5
713,2022-04-11,FR,superieur,public,40-49,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_3_neg,majority_judgement_5
714,2022-04-11,FR,superieur,public,40-49,h,ni,,scores_3_neg,borda,scores_3_pos,majority_judgement_5
715,2022-04-11,FR,superieur,liberal,40-49,f,Jean-Luc Mélenchon,-1.0,approval,borda,scores_4_neg,majority_judgement_5
716,2022-04-11,FR,superieur,retraite,+70,h,Yannick Jadot,1.0,scores_3_neg,borda,scores_3_pos,majority_judgement_7
717,2022-04-11,FR,superieur,public,40-49,h,nspp,1.0,approval,irv_2,scores_3_neg,majority_judgement_5
718,2022-04-11,FR,superieur,public,30-39,h,Jean-Luc Mélenchon,-1.0,approval,irv_2,scores_4_neg,majority_judgement_5
719,2022-04-11,FR,superieur,prive,18-29,f,Yannick Jadot,-1.0,approval,irv_2,scores_4_neg,majority_judgement_7
720,2022-04-11,FR,superieur,prive,30-39,h,Emmanuel Macron,-2.0,approval,borda,scores_4_neg,majority_judgement_5
